segment,time,throttle,vane,rpm,roll,pitch,yaw,accelx,accely,accelz,gx,gy,gz,magx,magy,magz,encoderGamma,encoderBeta,
0,57.938999,0.000000,0.000000,nan,0.000879,1.169001,9.706505,-0.174676,-0.035294,10.049257,0.001120,-0.008383,0.001198,-106.727638,-20.290588,-67.822777,0.000000,0.000000,
0,58.000000,0.000000,0.000000,nan,-0.037048,1.181963,9.813148,-0.174078,0.046062,9.996615,0.004937,0.003224,0.043805,-107.175690,-20.637802,-68.121750,0.000000,0.000000,
0,58.061001,0.000000,0.000000,nan,-0.029002,1.165411,9.813459,-0.117248,-0.018544,9.991829,-0.010487,0.005209,0.008986,-107.175690,-20.637802,-68.121750,0.000000,0.000000,
0,58.122002,0.000000,0.000000,nan,-0.054428,1.173327,9.834423,-0.153141,0.011964,10.006186,-0.004684,0.001391,-0.020183,-107.175690,-20.637802,-68.121750,0.000000,0.000000,
0,58.182999,0.000000,0.000000,nan,-0.064307,1.145741,9.886258,-0.215354,-0.026321,10.069595,0.001120,0.005209,0.003030,-106.801300,-20.109087,-67.486954,0.000000,0.000000,
0,58.243999,0.000000,0.000000,nan,-0.082764,1.133013,9.942078,-0.234497,-0.029312,10.028319,0.012726,-0.002580,-0.006591,-106.801300,-20.109087,-67.486954,0.000000,0.000000,
0,58.305000,0.000000,0.000000,nan,-0.064303,1.098864,9.972005,-0.174676,0.013161,10.021739,0.010893,0.001391,-0.025986,-106.801300,-20.109087,-67.486954,0.000000,0.000000,
0,58.366001,0.000000,0.000000,nan,-0.047663,1.094464,9.889218,-0.181855,-0.007178,9.997810,0.003105,-0.000594,0.008833,-106.801300,-20.109087,-67.486954,0.000000,0.000000,
0,58.426998,0.000000,0.000000,nan,-0.038119,1.093561,9.935652,-0.190229,-0.022732,10.039685,-0.016137,0.022771,-0.014379,-106.484772,-20.602730,-67.778046,0.000000,0.000000,
0,58.487999,0.000000,0.000000,nan,-0.042386,1.095243,9.872882,-0.189033,-0.064606,10.042677,0.022347,-0.000594,0.030214,-106.484772,-20.602730,-67.778046,0.000000,0.000000,
0,58.549000,0.000000,0.000000,nan,-0.079988,1.054852,9.950506,-0.160319,-0.034098,10.074382,-0.008502,0.001391,-0.031789,-106.484772,-20.602730,-67.778046,0.000000,0.000000,
0,58.610001,0.000000,0.000000,nan,-0.041425,1.076165,9.951035,-0.179462,-0.053240,10.073783,-0.025911,-0.008383,0.016622,-106.971397,-20.998611,-67.446175,0.000000,0.000000,
0,58.671001,0.000000,0.000000,nan,-0.096008,1.078512,10.011787,-0.187837,-0.011964,10.029516,-0.000866,-0.004565,-0.029957,-106.971397,-20.998611,-67.446175,0.000000,0.000000,
0,58.731998,0.000000,0.000000,nan,-0.095990,1.093382,10.044333,-0.215354,-0.026321,10.061221,-0.000866,0.001391,-0.025986,-106.971397,-20.998611,-67.446175,0.000000,0.000000,
0,58.792999,0.000000,0.000000,nan,-0.049574,1.098015,9.991091,-0.171087,-0.032901,10.015160,0.003105,-0.006398,0.026396,-106.717995,-20.244118,-67.107300,0.000000,0.000000,
0,58.854000,0.000000,0.000000,nan,-0.041534,1.131036,10.089784,-0.196211,-0.022134,10.091132,0.010741,-0.023807,-0.049199,-106.717995,-20.244118,-67.107300,0.000000,0.000000,
0,58.915001,0.000000,0.000000,nan,-0.037471,1.187980,10.117648,-0.232702,-0.038285,10.044471,0.008908,-0.000594,-0.018197,-106.717995,-20.244118,-67.107300,0.000000,0.000000,
0,58.976002,0.000000,0.000000,nan,-0.002841,1.155075,10.074938,-0.147757,0.009571,10.030114,-0.002698,-0.012201,-0.002773,-106.476433,-20.277437,-68.451447,0.000000,0.000000,
0,59.036999,0.000000,0.000000,nan,-0.057803,1.151145,10.068724,-0.159123,-0.037687,10.045070,0.005090,0.011012,0.012651,-106.476433,-20.277437,-68.451447,0.000000,0.000000,
0,59.098000,0.000000,0.000000,nan,-0.022526,1.124858,10.090037,-0.164507,-0.013161,10.048061,0.004937,-0.004565,0.007001,-106.476433,-20.277437,-68.451447,0.000000,0.000000,
0,59.159000,0.000000,0.000000,nan,-0.003667,1.092785,10.023749,-0.270987,-0.034098,10.036097,-0.016137,0.001391,0.018607,-106.476433,-20.277437,-68.451447,0.000000,0.000000,
0,59.220001,0.000000,0.000000,nan,0.003841,1.118353,9.923822,-0.206381,-0.023330,10.077372,-0.010487,0.009027,-0.037592,-106.432602,-20.461128,-67.525093,0.000000,0.000000,
0,59.280998,0.000000,0.000000,nan,0.031723,1.136044,9.807434,-0.154935,0.008375,10.020543,0.005090,0.012997,0.049609,-106.432602,-20.461128,-67.525093,0.000000,0.000000,
0,59.341999,0.000000,0.000000,nan,0.010705,1.096945,9.718056,-0.136989,-0.004187,10.048658,-0.010487,0.005209,0.010819,-106.432602,-20.461128,-67.525093,0.000000,0.000000,
0,59.403000,0.000000,0.000000,nan,0.032684,1.057185,9.763636,-0.178863,-0.023330,10.001998,0.006923,-0.000594,0.001198,-106.670212,-20.890324,-67.821899,0.000000,0.000000,
0,59.464001,0.000000,0.000000,nan,0.053294,1.075572,9.759867,-0.209970,0.032901,10.033106,-0.000866,-0.006398,-0.022015,-106.670212,-20.890324,-67.821899,0.000000,0.000000,
0,59.525002,0.000000,0.000000,nan,0.058693,1.083865,9.685615,-0.178863,-0.008973,10.055240,-0.000866,0.007041,0.024410,-106.670212,-20.890324,-67.821899,0.000000,0.000000,
0,59.585999,0.000000,0.000000,nan,0.061193,1.006884,9.750804,-0.155533,-0.059222,10.013963,0.026165,-0.002580,-0.000788,-106.662315,-20.657969,-68.116493,0.000000,0.000000,
0,59.646999,0.000000,0.000000,nan,0.021116,0.958354,9.792418,-0.147757,0.008375,10.060623,0.003105,0.001238,-0.006591,-106.662315,-20.657969,-68.116493,0.000000,0.000000,
0,59.708000,0.000000,0.000000,nan,-0.020568,0.960835,9.762671,-0.171087,-0.020339,10.059426,-0.000866,-0.012201,0.007001,-106.662315,-20.657969,-68.116493,0.000000,0.000000,
0,59.769001,0.000000,0.000000,nan,-0.046590,0.986701,9.805982,-0.182453,0.031107,10.031909,0.008908,0.001391,-0.018197,-106.568947,-20.467705,-68.241882,0.000000,0.000000,
0,59.830002,0.000000,0.000000,nan,-0.035555,1.013400,9.744211,-0.176471,-0.005384,10.038489,0.008908,0.001391,0.001198,-106.568947,-20.467705,-68.241882,0.000000,0.000000,
0,59.890999,0.000000,0.000000,nan,-0.013309,1.018650,9.736464,-0.188435,-0.030508,10.042078,0.001120,-0.002580,0.003030,-106.568947,-20.467705,-68.241882,0.000000,0.000000,
0,59.952000,0.000000,0.000000,nan,-0.058252,1.009330,9.776111,-0.214756,-0.025125,10.024731,0.014711,-0.006398,0.005016,-106.568947,-20.467705,-68.241882,0.000000,0.000000,
0,60.013000,0.000000,0.000000,nan,-0.060486,1.057528,9.696514,-0.181855,-0.037089,9.982857,0.024332,-0.000594,0.007001,-106.213394,-20.171341,-68.364647,0.000000,0.000000,
0,60.074001,0.000000,0.000000,nan,-0.080088,1.114473,9.775357,-0.160319,0.000000,10.033704,-0.000866,0.011012,-0.029957,-106.213394,-20.171341,-68.364647,0.000000,0.000000,
0,60.134998,0.000000,0.000000,nan,-0.025185,1.104495,9.703860,-0.156132,0.018544,10.055838,-0.000866,0.001391,-0.024001,-106.213394,-20.171341,-68.364647,0.000000,0.000000,
0,60.195999,0.000000,0.000000,nan,-0.016069,1.081872,9.633737,-0.245863,0.005982,10.050453,0.001120,0.003224,0.032046,-106.096771,-20.490063,-68.068710,0.000000,0.000000,
0,60.257000,0.000000,0.000000,nan,-0.007069,1.118586,9.638915,-0.169890,-0.039482,10.004392,0.012726,-0.004565,-0.024153,-106.096771,-20.490063,-68.068710,0.000000,0.000000,
0,60.318001,0.000000,0.000000,nan,-0.041039,1.144030,9.664907,-0.141177,0.013759,10.025329,0.004937,-0.010368,-0.022168,-106.096771,-20.490063,-68.068710,0.000000,0.000000,
0,60.379002,0.000000,0.000000,nan,-0.069832,1.154614,9.540658,-0.197408,-0.036491,10.061221,-0.002698,-0.010215,0.020440,-105.993752,-19.974499,-68.741219,0.000000,0.000000,
0,60.443001,0.000000,0.000000,nan,-0.059945,1.186701,9.594799,-0.161516,0.016152,10.042677,0.004937,-0.002580,-0.024001,-105.993752,-19.974499,-68.741219,0.000000,0.000000,
0,60.504002,0.000000,0.000000,nan,-0.028439,1.190337,9.618589,-0.181855,-0.004786,10.052249,0.014559,-0.014186,0.022425,-105.993752,-19.974499,-68.741219,0.000000,0.000000,
0,60.564999,0.000000,0.000000,nan,-0.060331,1.184808,9.545603,-0.172881,-0.040678,10.064810,0.024332,0.011012,0.008833,-106.056000,-20.487871,-68.278709,0.000000,0.000000,
0,60.625999,0.000000,0.000000,nan,-0.037580,1.171046,9.504661,-0.165703,-0.040080,10.070194,0.006923,0.009180,-0.006591,-106.056000,-20.487871,-68.278709,0.000000,0.000000,
0,60.687000,0.000000,0.000000,nan,-0.000040,1.181224,9.443032,-0.226720,0.000000,10.058230,0.014711,0.009027,0.034032,-106.056000,-20.487871,-68.278709,0.000000,0.000000,
0,60.748001,0.000000,0.000000,nan,0.037090,1.217386,9.502341,-0.180658,0.009571,9.998409,-0.002698,-0.006398,-0.025986,-106.183144,-20.308561,-68.953415,0.000000,0.000000,
0,60.808998,0.000000,0.000000,nan,0.019456,1.196846,9.480967,-0.168096,-0.023928,10.024731,-0.000866,-0.008383,0.018455,-106.183144,-20.308561,-68.953415,0.000000,0.000000,
0,60.869999,0.000000,0.000000,nan,0.005223,1.185180,9.549034,-0.116650,-0.018544,10.052249,0.010741,-0.002580,-0.025986,-106.183144,-20.308561,-68.953415,0.000000,0.000000,
0,60.931000,0.000000,0.000000,nan,0.002641,1.112937,9.475429,-0.189033,0.025125,10.066007,0.003105,0.009027,-0.020183,-106.183144,-20.308561,-68.953415,0.000000,0.000000,
0,60.992001,0.000000,0.000000,nan,-0.021169,1.151762,9.526882,-0.175872,-0.002393,10.018150,0.005090,0.007194,0.018455,-106.603577,-20.284012,-68.284409,0.000000,0.000000,
0,61.053001,0.000000,0.000000,nan,-0.060500,1.177036,9.469436,-0.173480,-0.027517,10.045070,-0.014305,0.014983,0.014789,-106.603577,-20.284012,-68.284409,0.000000,0.000000,
0,61.113998,0.000000,0.000000,nan,-0.062409,1.151637,9.417006,-0.200399,-0.031705,10.068997,-0.004684,0.018801,0.024410,-106.603577,-20.284012,-68.284409,0.000000,0.000000,
0,61.174999,0.000000,0.000000,nan,-0.073249,1.172063,9.390104,-0.198006,0.020937,10.022338,-0.000866,0.003224,-0.006591,-106.255486,-20.220005,-68.070465,0.000000,0.000000,
0,61.236000,0.000000,0.000000,nan,-0.089713,1.147853,9.428697,-0.225524,0.007178,10.033704,0.003105,0.001391,-0.006591,-106.255486,-20.220005,-68.070465,0.000000,0.000000,
0,61.297001,0.000000,0.000000,nan,-0.081628,1.170049,9.389085,-0.190229,-0.041276,10.034302,-0.000866,0.001391,0.012804,-106.255486,-20.220005,-68.070465,0.000000,0.000000,
0,61.358002,0.000000,0.000000,nan,-0.072480,1.124270,9.378783,-0.173480,-0.037089,10.061819,-0.018275,-0.004565,-0.008576,-106.291428,-20.129253,-67.818390,0.000000,0.000000,
0,61.418999,0.000000,0.000000,nan,-0.061015,1.116078,9.417683,-0.148355,-0.008973,10.024132,0.006923,0.005209,0.007001,-106.291428,-20.129253,-67.818390,0.000000,0.000000,
0,61.480000,0.000000,0.000000,nan,-0.008424,1.139660,9.402423,-0.212961,-0.009571,10.036097,0.016697,0.001238,0.018455,-106.291428,-20.129253,-67.818390,0.000000,0.000000,
0,61.541000,0.000000,0.000000,nan,-0.037778,1.154336,9.414839,-0.236291,-0.029910,10.019944,-0.002698,-0.000594,0.022425,-106.391830,-20.412462,-67.945518,0.000000,0.000000,
0,61.602001,0.000000,0.000000,nan,-0.058641,1.149093,9.391894,-0.229711,0.029910,10.053444,0.001120,0.007194,-0.020183,-106.391830,-20.412462,-67.945518,0.000000,0.000000,
0,61.662998,0.000000,0.000000,nan,-0.036776,1.152103,9.404325,-0.202194,-0.003589,10.064810,0.004937,0.009027,0.014637,-106.391830,-20.412462,-67.945518,0.000000,0.000000,
0,61.723999,0.000000,0.000000,nan,0.000297,1.118446,9.466928,-0.192024,0.012562,10.040284,0.006923,0.011012,0.014789,-106.391830,-20.412462,-67.945518,0.000000,0.000000,
0,61.785000,0.000000,0.000000,nan,-0.009683,1.103174,9.427977,-0.140578,0.009571,10.022936,0.014711,0.016815,-0.002773,-106.501427,-19.907860,-68.409790,0.000000,0.000000,
0,61.846001,0.000000,0.000000,nan,0.005346,1.121558,9.301238,-0.192622,-0.024526,10.070793,-0.004684,-0.012353,0.014637,-106.501427,-19.907860,-68.409790,0.000000,0.000000,
0,61.907001,0.000000,0.000000,nan,0.050577,1.111741,9.304706,-0.187238,-0.028714,10.033704,0.008908,0.003376,-0.016365,-106.501427,-19.907860,-68.409790,0.000000,0.000000,
0,61.967999,0.000000,0.000000,nan,0.043420,1.129971,9.241730,-0.143569,0.005384,10.061819,0.006923,0.016815,0.020440,-107.070915,-20.168711,-68.415489,0.000000,0.000000,
0,62.028999,0.000000,0.000000,nan,0.038218,1.104373,9.067489,-0.192024,-0.038285,10.089337,0.004937,0.003224,0.049609,-107.070915,-20.168711,-68.415489,0.000000,0.000000,
0,62.090000,0.000000,0.000000,nan,0.025272,1.082025,9.193742,-0.180658,-0.027517,9.990034,0.005090,-0.004412,-0.027971,-107.070915,-20.168711,-68.415489,0.000000,0.000000,
0,62.151001,0.000000,0.000000,nan,-0.003724,1.072917,9.121222,-0.195613,0.023330,10.045070,0.004937,0.003224,0.022425,-106.986298,-20.257271,-68.120003,0.000000,0.000000,
0,62.212002,0.000000,0.000000,nan,-0.025068,1.094622,9.172315,-0.131605,-0.002393,10.039088,0.001120,0.011012,0.016622,-106.986298,-20.257271,-68.120003,0.000000,0.000000,
0,62.272999,0.000000,0.000000,nan,-0.017892,1.130167,9.165639,-0.196810,0.004786,10.038489,0.010893,0.005209,-0.020183,-106.986298,-20.257271,-68.120003,0.000000,0.000000,
0,62.334000,0.000000,0.000000,nan,-0.033981,1.174964,9.115788,-0.207577,0.003589,10.025927,0.001120,0.016968,0.018607,-106.921852,-20.022724,-67.109489,0.000000,0.000000,
0,62.395000,0.000000,0.000000,nan,-0.029753,1.153696,9.178416,-0.177069,-0.017348,10.014561,0.005090,0.009180,0.008833,-106.921852,-20.022724,-67.109489,0.000000,0.000000,
0,62.456001,0.000000,0.000000,nan,-0.066858,1.207769,9.228621,-0.190828,-0.027517,10.046266,0.004937,-0.006398,0.008833,-106.921852,-20.022724,-67.109489,0.000000,0.000000,
0,62.516998,0.000000,0.000000,nan,-0.074364,1.178046,9.200948,-0.138784,0.047856,10.037891,0.008908,0.011012,0.016622,-106.921852,-20.022724,-67.109489,0.000000,0.000000,
0,62.577999,0.000000,0.000000,nan,-0.083569,1.207227,9.190385,-0.214158,-0.014357,10.040284,-0.006516,-0.002580,-0.029804,-106.103355,-19.888132,-67.311584,0.000000,0.000000,
0,62.639000,0.000000,0.000000,nan,-0.099579,1.225471,9.266356,-0.144168,0.043071,10.030713,0.003105,-0.004565,-0.010562,-106.103355,-19.888132,-67.311584,0.000000,0.000000,
0,62.700001,0.000000,0.000000,nan,-0.071840,1.244579,9.334839,-0.154935,-0.041874,9.995419,0.010893,0.016815,-0.012394,-106.103355,-19.888132,-67.311584,0.000000,0.000000,
0,62.761002,0.000000,0.000000,nan,-0.062498,1.263868,9.371810,-0.212961,-0.047258,10.039088,0.028150,-0.012201,-0.016365,-106.984108,-20.257271,-67.909576,0.000000,0.000000,
0,62.821999,0.000000,0.000000,nan,-0.065833,1.276204,9.491693,-0.229711,-0.040678,10.010373,0.004937,0.007194,-0.002773,-106.984108,-20.257271,-67.909576,0.000000,0.000000,
0,62.882999,0.000000,0.000000,nan,-0.051028,1.258049,9.461731,-0.182453,0.015553,10.060623,-0.006669,0.005209,0.034032,-106.984108,-20.257271,-67.909576,0.000000,0.000000,
0,62.944000,0.000000,0.000000,nan,-0.014600,1.236534,9.503524,-0.218345,0.071785,10.042078,-0.008502,-0.004565,0.028228,-107.495728,-20.051220,-68.588226,0.000000,0.000000,
0,63.005001,0.000000,0.000000,nan,-0.031886,1.238124,9.553146,-0.180658,-0.011964,10.016356,0.016544,0.005209,-0.000788,-107.495728,-20.051220,-68.588226,0.000000,0.000000,
0,63.066002,0.000000,0.000000,nan,-0.063649,1.230636,9.512746,-0.177667,-0.037687,10.046266,-0.016290,0.011012,0.008833,-107.495728,-20.051220,-68.588226,0.000000,0.000000,
0,63.126999,0.000000,0.000000,nan,-0.068061,1.227266,9.516891,-0.154935,-0.036491,10.008579,0.008908,0.001238,0.007001,-106.767975,-20.153366,-68.201996,0.000000,0.000000,
0,63.188000,0.000000,0.000000,nan,-0.044787,1.215376,9.432593,-0.165703,-0.015553,10.003794,-0.002698,0.007194,0.005016,-106.767975,-20.153366,-68.201996,0.000000,0.000000,
0,63.249001,0.000000,0.000000,nan,-0.039565,1.230017,9.543243,-0.187238,-0.011366,9.996017,0.018529,0.003224,-0.022168,-106.767975,-20.153366,-68.201996,0.000000,0.000000,
0,63.310001,0.000000,0.000000,nan,-0.050077,1.272949,9.516961,-0.162712,-0.011366,10.011570,0.003105,-0.006398,-0.035607,-106.767975,-20.153366,-68.201996,0.000000,0.000000,
0,63.370998,0.000000,0.000000,nan,-0.066374,1.237576,9.374996,-0.198006,-0.024526,10.042078,0.004937,0.003224,0.032046,-106.992874,-19.562399,-67.783745,0.000000,0.000000,
0,63.431999,0.000000,0.000000,nan,-0.046793,1.295053,9.474828,-0.211167,0.037687,9.996017,-0.002698,-0.004565,0.032199,-106.992874,-19.562399,-67.783745,0.000000,0.000000,
0,63.493000,0.000000,0.000000,nan,-0.065433,1.277857,9.534289,-0.121436,-0.019741,10.025927,-0.012472,0.011012,-0.002773,-106.992874,-19.562399,-67.783745,0.000000,0.000000,
0,63.554001,0.000000,0.000000,nan,-0.029543,1.305474,9.534338,-0.177667,0.017946,10.052249,0.003105,-0.004565,-0.014379,-106.577271,-20.700058,-67.989365,0.000000,0.000000,
0,63.615002,0.000000,0.000000,nan,-0.033612,1.276934,9.496816,-0.200997,-0.037687,10.059426,-0.002698,-0.006398,-0.006591,-106.577271,-20.700058,-67.989365,0.000000,0.000000,
0,63.675999,0.000000,0.000000,nan,-0.011332,1.289728,9.417984,-0.135793,0.000000,10.027721,-0.002698,-0.006398,0.010819,-106.577271,-20.700058,-67.989365,0.000000,0.000000,
0,63.737000,0.000000,0.000000,nan,0.014069,1.313623,9.438016,-0.267398,-0.001795,10.040284,0.008908,0.003224,-0.016365,-107.229614,-19.945124,-68.206818,0.000000,0.000000,
0,63.798000,0.000000,0.000000,nan,0.017198,1.242921,9.457342,-0.198604,-0.024526,10.058828,-0.002698,0.003224,0.022425,-107.229614,-19.945124,-68.206818,0.000000,0.000000,
0,63.859001,0.000000,0.000000,nan,0.006681,1.213400,9.359377,-0.144766,-0.001196,10.058230,-0.006669,-0.010368,0.014637,-107.229614,-19.945124,-68.206818,0.000000,0.000000,
0,63.919998,0.000000,0.000000,nan,-0.001534,1.209159,9.464870,-0.169890,-0.013759,10.021142,-0.002698,0.016815,-0.008576,-107.159035,-20.173094,-68.626801,0.000000,0.000000,
0,63.980999,0.000000,0.000000,nan,0.013379,1.144794,9.602262,-0.169292,0.028116,10.057631,0.001120,0.005209,-0.084018,-107.159035,-20.173094,-68.626801,0.000000,0.000000,
0,64.042000,0.000000,0.000000,nan,0.001486,1.160300,9.630672,-0.182453,-0.014955,10.071390,-0.000866,-0.000594,0.016622,-107.159035,-20.173094,-68.626801,0.000000,0.000000,
0,64.102997,0.000000,0.000000,nan,0.023781,1.201277,9.539622,-0.155533,-0.043071,10.016356,0.008908,-0.002580,-0.000788,-107.023125,-20.166517,-67.952095,0.000000,0.000000,
0,64.164001,0.000000,0.000000,nan,-0.017592,1.208612,9.541499,-0.187238,-0.032303,9.984053,-0.002698,0.007194,-0.004758,-107.023125,-20.166517,-67.952095,0.000000,0.000000,
0,64.224998,0.000000,0.000000,nan,0.024043,1.178447,9.636072,-0.186640,-0.033500,10.081559,0.024332,-0.006398,0.041820,-107.023125,-20.166517,-67.952095,0.000000,0.000000,
0,64.286003,0.000000,0.000000,nan,0.031017,1.135955,9.582767,-0.161516,-0.034696,10.036097,-0.006669,-0.000594,0.008833,-107.023125,-20.166517,-67.952095,0.000000,0.000000,
0,64.347000,0.000000,0.000000,nan,0.053981,1.150142,9.592841,-0.179462,0.041276,9.985847,-0.000866,0.012997,-0.002773,-106.947723,-20.394487,-67.909134,0.000000,0.000000,
0,64.407997,0.000000,0.000000,nan,0.010743,1.121698,9.688639,-0.238086,-0.043071,10.064212,0.003105,0.007041,-0.039578,-106.947723,-20.394487,-67.909134,0.000000,0.000000,
0,64.469002,0.000000,0.000000,nan,0.034174,1.087556,9.718008,-0.171685,0.013759,10.058828,0.001120,0.001238,0.010819,-106.947723,-20.394487,-67.909134,0.000000,0.000000,
0,64.529999,0.000000,0.000000,nan,0.019675,1.094311,9.782444,-0.153141,0.011964,10.071988,0.008908,0.003376,0.012804,-106.832420,-20.713211,-67.739479,0.000000,0.000000,
0,64.591003,0.000000,0.000000,nan,-0.028473,1.104066,9.871293,-0.190229,-0.046660,10.045070,-0.008502,0.001391,-0.025986,-106.832420,-20.713211,-67.739479,0.000000,0.000000,
0,64.652000,0.000000,0.000000,nan,-0.013368,1.113239,9.828239,-0.171685,0.001795,10.010373,-0.006669,-0.000594,0.016622,-106.832420,-20.713211,-67.739479,0.000000,0.000000,
0,64.712997,0.000000,0.000000,nan,0.011375,1.091290,9.796088,-0.139980,0.004786,9.991829,-0.004684,0.007194,0.016622,-107.137985,-19.708385,-68.710983,0.000000,0.000000,
0,64.774002,0.000000,0.000000,nan,-0.012105,1.119862,9.805588,-0.189033,0.011964,10.038489,-0.010487,0.009180,0.020440,-107.137985,-19.708385,-68.710983,0.000000,0.000000,
0,64.834999,0.000000,0.000000,nan,-0.018180,1.098213,9.718384,-0.173480,-0.017946,10.058230,-0.008502,0.014983,-0.025986,-107.137985,-19.708385,-68.710983,0.000000,0.000000,
0,64.896004,0.000000,0.000000,nan,-0.053759,1.113587,9.882565,-0.156730,-0.019143,10.040284,-0.000866,0.007041,-0.016212,-106.967445,-19.699617,-68.835472,0.000000,0.000000,
0,64.957001,0.000000,0.000000,nan,-0.004808,1.107540,9.833193,-0.189631,0.010768,9.994821,-0.006516,-0.002580,-0.010562,-106.967445,-19.699617,-68.835472,0.000000,0.000000,
0,65.017998,0.000000,0.000000,nan,-0.015609,1.119099,9.776089,-0.156730,-0.023330,10.027123,0.001120,-0.010368,0.028228,-106.967445,-19.699617,-68.835472,0.000000,0.000000,
0,65.079002,0.000000,0.000000,nan,-0.012242,1.128001,9.866985,-0.202194,-0.008973,10.079764,0.005090,-0.012201,-0.056987,-106.967445,-19.699617,-68.835472,0.000000,0.000000,
0,65.139999,0.000000,0.000000,nan,-0.017753,1.147799,9.881980,-0.195613,0.034696,10.025329,-0.004684,-0.002580,0.020440,-106.682480,-20.056042,-68.664062,0.000000,0.000000,
0,65.200996,0.000000,0.000000,nan,-0.052227,1.170893,9.835418,-0.185444,0.007777,9.999606,-0.008502,-0.012201,0.005016,-106.682480,-20.056042,-68.664062,0.000000,0.000000,
0,65.262001,0.000000,0.000000,nan,-0.040470,1.162324,9.816326,-0.202194,-0.005384,10.027721,0.001120,0.003224,0.003030,-106.682480,-20.056042,-68.664062,0.000000,0.000000,
0,65.322998,0.000000,0.000000,nan,-0.027543,1.169289,9.904875,-0.186640,-0.049053,10.023534,0.004937,-0.000594,-0.029804,-106.707909,-20.660160,-68.369469,0.000000,0.000000,
0,65.384003,0.000000,0.000000,nan,-0.011082,1.197908,9.846047,-0.209372,-0.031705,10.021142,-0.000866,-0.018004,0.016622,-106.707909,-20.660160,-68.369469,0.000000,0.000000,
0,65.445000,0.000000,0.000000,nan,-0.011077,1.201688,9.860637,-0.205185,-0.087936,10.030114,-0.004684,-0.006398,-0.010562,-106.707909,-20.660160,-68.369469,0.000000,0.000000,
0,65.505997,0.000000,0.000000,nan,-0.022388,1.174462,9.870511,-0.135793,-0.001795,10.055838,-0.004684,0.007041,-0.002773,-106.410683,-19.764065,-68.577263,0.000000,0.000000,
0,65.567001,0.000000,0.000000,nan,-0.063381,1.156454,9.829028,-0.177667,0.008375,9.992428,0.008908,0.016815,0.028228,-106.410683,-19.764065,-68.577263,0.000000,0.000000,
0,65.627998,0.000000,0.000000,nan,-0.090662,1.220892,9.680645,-0.174078,-0.053240,10.060025,-0.008502,0.003224,-0.037592,-106.410683,-19.764065,-68.577263,0.000000,0.000000,
0,65.689003,0.000000,0.000000,nan,-0.081109,1.214150,9.626354,-0.157328,-0.017946,10.040882,-0.006669,-0.002580,-0.000788,-107.110374,-20.217373,-67.868790,0.000000,0.000000,
0,65.750000,0.000000,0.000000,nan,-0.096352,1.191310,9.602144,-0.190828,-0.056231,10.015758,-0.012472,0.012997,-0.006591,-107.110374,-20.217373,-67.868790,0.000000,0.000000,
0,65.810997,0.000000,0.000000,nan,-0.083166,1.239373,9.697476,-0.146560,-0.052044,10.003794,-0.000866,-0.000594,0.005016,-107.110374,-20.217373,-67.868790,0.000000,0.000000,
0,65.872002,0.000000,0.000000,nan,-0.067242,1.236340,9.587034,-0.168694,-0.023330,10.030713,0.012726,-0.031596,-0.002773,-107.110374,-20.217373,-67.868790,0.000000,0.000000,
0,65.932999,0.000000,0.000000,nan,-0.119762,1.224687,9.646403,-0.185444,-0.026321,10.040882,-0.012320,0.009027,0.007001,-106.488274,-19.721975,-67.988922,0.000000,0.000000,
0,65.994003,0.000000,0.000000,nan,-0.098819,1.197874,9.602670,-0.226122,-0.004786,10.033106,-0.004684,0.001391,0.010819,-106.488274,-19.721975,-67.988922,0.000000,0.000000,
0,66.055000,0.000000,0.000000,nan,-0.072493,1.280967,9.634149,-0.162712,-0.047258,10.063016,0.003105,0.007194,-0.035607,-106.488274,-19.721975,-67.988922,0.000000,0.000000,
0,66.115997,0.000000,0.000000,nan,-0.036223,1.282801,9.605254,-0.176471,-0.022134,10.063016,-0.000866,0.003376,0.034032,-106.816200,-20.155558,-68.707481,0.000000,0.000000,
0,66.177002,0.000000,0.000000,nan,-0.063964,1.293574,9.563954,-0.171087,0.007777,10.044471,0.006923,0.003224,-0.000788,-106.816200,-20.155558,-68.707481,0.000000,0.000000,
0,66.237999,0.000000,0.000000,nan,-0.095226,1.338746,9.631620,-0.199202,-0.044267,10.052846,0.014711,-0.008383,-0.002773,-106.816200,-20.155558,-68.707481,0.000000,0.000000,
0,66.299004,0.000000,0.000000,nan,-0.084740,1.301026,9.574820,-0.211765,-0.041276,10.049855,0.003105,0.003224,-0.014379,-106.842499,-19.878925,-68.371223,0.000000,0.000000,
0,66.360001,0.000000,0.000000,nan,-0.142792,1.301935,9.649550,-0.166301,0.011964,10.027721,-0.004684,0.003224,-0.000788,-106.842499,-19.878925,-68.371223,0.000000,0.000000,
0,66.420998,0.000000,0.000000,nan,-0.154325,1.288039,9.586507,-0.208176,0.022134,10.003794,-0.014305,0.007194,0.026396,-106.842499,-19.878925,-68.371223,0.000000,0.000000,
0,66.482002,0.000000,0.000000,nan,-0.101394,1.260607,9.642657,-0.235693,-0.008375,10.024132,0.008908,-0.004412,-0.031789,-106.392265,-20.319521,-68.408470,0.000000,0.000000,
0,66.544998,0.000000,0.000000,nan,-0.153322,1.290040,9.682225,-0.206381,0.003589,10.018748,0.003105,-0.004412,-0.008576,-106.392265,-20.319521,-68.408470,0.000000,0.000000,
